序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
61,汽模转2,128090,2020/1/23,天汽模,2510,汽车,零部件制,118.2,0.09%,-0.53%,4.4,-0.68%,8,1.40%,115.2,4.19,1.52,105.01,12.60%,23天,5.56年,3.56年,11.60%,12.20%,4.7,40,-0.47%,-0.95%,-3.48%,-3.66%,87.54,89.68,30.32,120,-1.50%,47%,16%,18%,0.66,AA,4.70%,130.80 ,131.4,41.7,-3.70%,31,汽模转2
91,常汽转债,113550,2019/12/12,常熟汽饰,603035,汽车,零部件制,124.07,1.29%,1.43%,11.52,3.60%,43,3.50%,121.8,9.93,1.2,116.01,6.90%,转股中,5.45年,3.45年,30.80%,35.70%,9.9,32,-0.35%,-1.02%,-4.64%,-4.86%,85.92,90.7,39.45,130.15,-4.70%,40%,13%,17%,0.76,AA-,5.70%,130.97 ,132.1,41.4,2.90%,20,常汽转债
123,清水转债,123028,2019/7/15,清水源,300437,城市公用,三废处理,106.495,-0.53%,0.45%,10.22,-0.20%,2.7,0.50%,122.4,11.95,1.48,85.52,24.50%,转股中,5年13天,3年13天,22.00%,18.80%,4.9,22,2.89%,2.09%,-0.35%,-0.67%,88.47,93.36,16.67,110.02,-3.20%,38%,15%,18%,0.45,AA-,5.70%,131.00 ,127.5,34.1,1.50%,44,清水转债
192,凯中转债!,128042,2018/9/3,凯中精密,2823,能源电力,电力设备,107.784,-0.68%,-0.10%,11.28,-2.08%,12,2.70%,116.9,12.94,2.53,87.17,23.60%,转股中,4年54天,2年54天,12.70%,11.10%,4.2,33,2.02%,1.28%,-1.80%,-2.08%,93.84,98.42,11.17,109.6,-1.70%,58%,15%,17%,0.38,AA,4.33%,131.38 ,128.4,30,8.00%,26,凯中转债!
124,环境转债,113028,2019/7/8,上海环境,601200,城市公用,三废处理,124.91,-0.88%,0.56%,12.24,-0.41%,9.4,0.30%,111,10.44,1.69,117.24,6.50%,转股中,5年12天,3年12天,19.40%,22.70%,22,112,-2.36%,-2.75%,-5.76%,-5.95%,90.85,90.61,36.2,126.82,-1.50%,39%,16%,16%,0.78,AAA,4.20%,131.41 ,132.6,41.7,-0.80%,12,环境转债
202,华通转债!,128040,2018/7/13,华通医药,2758,医药,医药商业,123.01,2.26%,0.94%,12.81,4.32%,92,33.50%,112.9,11.29,4.26,113.46,8.40%,转股中,4年8天,2年8天,8.20%,9.40%,2.2,27,-2.15%,-2.72%,-7.71%,-7.98%,92.42,92.07,33.5,125.57,-2.00%,44%,17%,18%,0.74,AA-,5.33%,131.41 ,132.6,40.1,12.80%,34,华通转债!
7,春秋转债,113577,2020/5/13,春秋电子,603890,电子,电子行业,134.54,0.64%,-2.31%,15.35,-1.92%,72,22.20%,118.2,11.06,2.67,138.79,-3.10%,4月16天,5.85年,3.85年,4.10%,5.70%,2.4,59,-2.23%,-2.75%,-6.23%,-6.41%,83.51,86.03,63.01,149.04,-9.70%,66%,<2%,18%,0.87,AA-,5.70%,131.44 ,130.3,44.3,-6.90%,6,春秋转债
64,联得转债,123038,2020/1/22,联得装备,300545,机械装备,专用设备,125.3,-0.40%,1.03%,29.84,0.74%,6.5,2.60%,119.1,25.29,6.23,117.99,6.20%,25天,5.55年,3.55年,4.70%,5.50%,2,43,-0.93%,-1.51%,-4.85%,-5.06%,80.29,80.86,49.65,130.51,-4.00%,73%,13%,17%,0.85,A+,7.40%,131.50 ,132.6,51.8,3.00%,15,联得转债
185,顾家转债,113518,2018/10/9,顾家家居,603816,其他,家居用品,129.57,-0.26%,-1.11%,46.44,-1.67%,27,1.90%,114.9,36.57,4.85,126.99,2.00%,转股中,4.27年,2.27年,3.90%,5.00%,11,279,-2.83%,-3.43%,-8.93%,-9.17%,93.37,96.25,39.8,136.05,-4.80%,43%,<2%,16%,0.82,AA,4.33%,131.57 ,132.2,35.9,4.80%,12,顾家转债
126,蓝晓转债!,123027,2019/7/4,蓝晓科技,300487,石油天然,化工,113.468,0.41%,-0.41%,28.39,-1.01%,6,2.10%,120,29.58,4.49,95.98,18.20%,转股中,5年5.0天,3年5.0天,4.30%,4.10%,2.5,60,1.15%,0.45%,-2.47%,-2.75%,83.91,84.75,21.38,106.13,6.90%,53%,27%,17%,0,A+,7.40%,131.67 ,131,46.2,5.50%,22,蓝晓转债!
62,麦米转债,128089,2020/1/21,麦格米特,2851,电子,电子行业,132.7,0.45%,1.50%,27.16,2.18%,19,2.20%,113.3,20.31,6.37,133.73,-0.80%,26天,5.56年,3.56年,5.10%,6.90%,6.6,128,-2.86%,-3.27%,-6.44%,-6.62%,84.63,83.79,57.9,141.7,-6.30%,61%,<2%,16%,0.9,AA-,5.70%,131.90 ,131.7,47,5.70%,18,麦米转债
13,起步转债!,113576,2020/5/7,XD起步股,603557,服装纺织,鞋服行业,100.54,-0.34%,-0.40%,8.07,-1.94%,9.2,1.80%,121.8,10.55,2.24,76.49,31.40%,4月12天,5.84年,3.84年,13.60%,10.40%,5.2,38,3.41%,2.74%,1.03%,0.80%,84.06,88.75,13.58,102.34,-1.80%,50%,14%,17%,0.38,AA-,5.70%,131.94 ,124.6,35.8,-3.40%,18,起步转债!
214,无锡转债!,110043,2018/3/14,XD无锡银,600908,金融,银行行业,106.57,0.04%,-0.19%,4.92,-0.40%,4.8,0.20%,109.1,5.79,0.79,84.97,25.40%,转股中,3.65年,无权,33.00%,28.00%,30,91,0.65%,0.18%,无权,无权,无权,95.3,9.86,105.16,1.30%,31%,21%,18%,0.37,AA+,3.83%,131.97 ,128.2,32.9,-2.90%,37,无锡转债!
150,亨通转债!,110056,2019/4/16,亨通光电,600487,通信互联,通信设备,119.5,-1.57%,1.53%,16.64,-0.06%,18,0.90%,114.8,15.66,2.37,106.26,12.50%,转股中,4.78年,2.78年,5.30%,5.60%,17,325,-0.85%,-1.39%,-4.86%,-5.06%,92.54,96.22,23.78,120,-0.40%,47%,19%,16%,0.64,AA+,3.83%,132.00 ,132.7,36.5,-1.90%,33,亨通转债!
103,英联转债,128079,2019/11/21,英联股份,2846,造纸包装,包装材料,129.722,0.47%,-0.57%,17.01,-0.12%,99,36.40%,117.9,13.41,4.88,126.85,2.30%,转股中,5.38年,3.38年,6.30%,8.00%,2.1,33,-1.80%,-2.36%,-6.09%,-6.29%,81.05,81.01,57.06,138.08,-6.10%,63%,<2%,18%,0.87,A+,7.40%,132.02 ,132.6,51.5,1.10%,21,英联转债
15,长集转债,128105,2020/5/13,长青集团,2616,城市公用,三废处理,133.1,2.12%,-0.11%,10.9,2.35%,36,3.40%,115.3,8.11,3.29,134.4,-1.00%,4月11天,5.84年,3.84年,9.90%,13.30%,8,81,-2.47%,-2.92%,-6.06%,-6.23%,86.5,88.62,54.85,143.47,-7.20%,37%,<2%,17%,0.86,AA,4.70%,132.10 ,131.8,43.2,11.10%,4,长集转债
226,众兴转债!,128026,2018/1/3,众兴菌业,2772,农业,种植业,102.521,-0.95%,-0.30%,9.06,-4.43%,14,1.50%,110.3,11.45,1.36,79.13,29.60%,转股中,3.52年,1.52年,27.60%,21.90%,9.2,33,2.14%,1.58%,0.16%,-0.16%,94.24,92.23,8.02,100.25,2.30%,37%,20%,16%,0.28,AA-,5.33%,132.12 ,125.9,31.7,4.80%,62,众兴转债!
46,奥佳转债!,128097,2020/3/18,奥佳华,2614,机械装备,专用设备,106,-0.93%,0.63%,8.98,-0.66%,15,1.20%,115.3,10.69,1.51,84,26.20%,2月28天,5.72年,3.72年,23.80%,20.00%,12,50,1.51%,1.02%,-0.54%,-0.73%,86.98,89.1,15.8,104.9,1.00%,43%,20%,17%,0.45,AA,4.70%,132.20 ,128,38.9,1.20%,31,奥佳转债!
144,现代转债,110057,2019/4/30,现代制药,600420,医药,化学制药,109.81,-0.17%,-0.03%,8.96,-0.44%,17,1.00%,110.8,9.99,1.23,89.69,22.40%,转股中,4.82年,2.82年,17.60%,15.80%,16,92,0.19%,-0.23%,-2.04%,-2.25%,93.75,94.9,13.15,108.04,1.60%,30%,19%,16%,0.46,AAA,3.33%,132.21 ,129.9,35,0.30%,23,现代转债
86,烽火转债,110062,2019/12/25,烽火通信,600498,通信互联,通信设备,124.11,-0.91%,0.94%,29.85,0.03%,100,2.60%,111,25.99,3.32,114.85,8.10%,0.0天,5.49年,3.49年,8.80%,10.10%,31,350,-2.05%,-2.40%,-4.88%,-5.05%,90.73,91.26,33.9,125.15,-0.80%,43%,18%,16%,0.75,AAA,3.70%,132.21 ,133.4,42.1,-6.80%,23,烽火转债
98,天路转债,110060,2019/11/28,西藏天路,600326,建筑,水泥,112.22,-0.46%,0.38%,6.77,-0.15%,6,0.50%,115.3,7.24,1.73,93.51,20.00%,转股中,5.39年,3.39年,18.60%,17.30%,11,59,0.51%,0.00%,-2.19%,-2.39%,88.3,90.45,19.94,110.39,1.70%,44%,20%,16%,0.56,AA,4.70%,132.22 ,130.9,40.5,-4.50%,15,天路转债
183,长久转债!,113519,2018/11/30,长久物流,603569,交通运输,物流业,107.02,-1.09%,1.64%,10.13,1.60%,6.7,0.90%,120.1,11.85,2.36,85.49,25.20%,转股中,4.42年,2.42年,12.30%,10.50%,7,57,2.70%,1.89%,-1.26%,-1.53%,92.96,99.97,10.27,110.24,-2.90%,42%,16%,17%,0.34,AA,4.33%,132.22 ,128.6,28.6,8.90%,18,长久转债!
79,木森转债,128084,2020/1/10,木林森,2745,电子,LED行,115.6,-0.94%,0.75%,12.82,-0.31%,19,0.60%,117.3,12.95,1.58,99,16.80%,16天,5.53年,3.53年,16.20%,16.10%,27,164,0.27%,-0.28%,-2.90%,-3.09%,87.76,91.45,23.32,114.77,0.70%,59%,19%,16%,0.61,AA,4.70%,132.40 ,132.2,40.8,2.50%,23,木森转债
8,聚飞转债,123050,2020/5/15,聚飞光电,300303,电子,LED行,121.37,-0.77%,1.26%,5.77,0.70%,7.2,0.90%,124.2,5.28,3.26,109.28,11.10%,4月16天,5.85年,3.85年,9.60%,10.40%,7.1,74,0.40%,-0.29%,-3.78%,-3.96%,83.51,90.36,34.97,125.33,-3.20%,45%,16%,17%,0.71,AA-,5.70%,132.47 ,133.5,43.1,2.80%,9,聚飞转债
140,司尔转债!,128064,2019/5/7,司尔特,2538,石油天然,农化,103.008,-0.95%,0.82%,4.83,-0.41%,2.8,0.30%,114.9,6.07,0.93,79.57,29.50%,转股中,4.84年,2.84年,23.10%,18.40%,8,35,2.33%,1.76%,0.13%,-0.09%,91.14,93.96,9.31,103.26,-0.20%,34%,18%,16%,0.33,AA,4.33%,132.51 ,126.4,32.5,-3.70%,56,司尔转债!
20,利群转债!,113033,2020/4/21,利群股份,601366,商业零售,商场,104.59,-0.54%,0.09%,5.85,-1.02%,7.1,0.40%,115.3,7.16,1.09,81.7,28.00%,4月4天,5.82年,3.82年,35.80%,29.20%,18,50,1.72%,1.24%,-0.19%,-0.38%,86.58,88.71,14.82,103.53,1.00%,33%,20%,17%,0.44,AA,4.70%,132.59 ,127.5,38.8,1.40%,28,利群转债!
26,海大转债,128102,2020/4/16,海大集团,2311,农业,畜牧业,132.5,-1.27%,0.61%,46,-0.78%,60,1.60%,114.1,34.74,7.73,132.41,0.10%,3月21天,5.78年,4.78年,3.90%,5.20%,28,727,-2.58%,-3.00%,-4.74%,-4.89%,85.37,90.23,49.81,140.05,-5.40%,34%,<2%,16%,0.85,AA+,4.20%,132.60 ,132.6,42.4,-1.40%,13,海大转债
106,金轮转债!,128076,2019/11/8,金轮股份,2722,机械装备,专用设备,103.465,-0.51%,0.48%,11.97,-0.08%,3.6,1.60%,115.3,14.96,1.13,80.01,29.30%,转股中,5.36年,3.36年,10.20%,8.20%,2.1,21,2.08%,1.56%,0.09%,-0.12%,85.58,86.21,15.26,101.47,2.00%,41%,21%,17%,0.44,AA-,5.70%,132.77 ,126.9,40.7,0.30%,43,金轮转债!
250,九州转债!,110034,2016/1/29,九州通,600998,医药,医药商业,115.15,-1.69%,1.05%,17.91,-1.65%,23,1.30%,109.6,18.32,1.96,97.76,17.80%,转股中,1.61年,回售中,4.50%,4.40%,15,336,-3.05%,-4.11%,回售中,回售中,103,103.44,6.2,109.64,5.00%,28%,28%,15%,0.39,AA+,3.69%,132.95 ,132.5,29.1,0.20%,29,九州转债!
11,华统转债,128106,2020/5/8,华统股份,2840,农业,农产品加,121.115,-0.73%,-0.25%,16.3,-1.33%,5.3,0.80%,113.2,15.07,2.92,108.16,12.00%,4月12天,5.84年,3.84年,12.10%,13.10%,5.5,46,-1.17%,-1.57%,-3.83%,-3.99%,86.39,86.98,33.1,120.09,0.90%,48%,18%,16%,0.74,AA,4.70%,133.12 ,134.1,47.1,-3.20%,6,华统转债
109,游族转债!,128074,2019/10/21,游族网络,2174,通信互联,互联网,128.6,1.46%,0.33%,20.97,2.34%,38,2.60%,120.3,17.06,3.68,122.92,4.60%,转股中,5.30年,3.30年,6.20%,7.60%,12,186,-1.27%,-1.92%,-6.06%,-6.24%,88.69,94.77,39.99,134.77,-4.60%,47%,11%,17%,0.77,AA,4.70%,133.20 ,134.3,39.5,7.50%,24,游族转债!
119,好客转债,113542,2019/8/23,XD好莱客,603898,其他,家居用品,112.64,0.02%,-0.52%,15.2,-0.91%,1.2,0.20%,115.3,16.27,1.99,93.42,20.60%,转股中,5年56天,3年56天,13.40%,12.50%,6.3,47,0.46%,-0.07%,-2.46%,-2.67%,89.28,91.46,19.8,111.26,1.20%,32%,19%,17%,0.55,AA,4.70%,133.24 ,131.9,40.4,4.20%,24,好客转债
174,福能转债!,110048,2018/12/28,福能股份,600483,能源电力,电力供应,109.37,-0.25%,0.58%,7.48,0.81%,12,0.40%,113.9,8.48,0.95,88.21,24.00%,转股中,4.50年,2.50年,24.40%,21.50%,28,116,0.92%,0.36%,-2.10%,-2.34%,93.62,96.49,11.77,108.27,1.00%,29%,19%,16%,0.42,AA+,3.83%,133.37 ,130.5,34,1.60%,9,福能转债!
232,济川转债!,110038,2017/11/29,济川药业,600566,医药,中药,111.18,-0.74%,0.44%,22.08,-0.76%,4.7,0.70%,108.3,24.27,2.78,90.98,22.20%,转股中,2.44年,0.44年,3.50%,3.20%,6.3,180,-1.08%,-1.71%,-15.80%,-16.20%,98.58,98.1,7.53,105.63,5.30%,37%,27%,15%,0.39,AA,4.19%,133.38 ,131.4,32.8,0.30%,22,济川转债!
133,永鼎转债!,110058,2019/5/8,永鼎股份,600105,通信互联,通信设备,103.34,-0.71%,0.79%,4.05,0.25%,7.8,0.80%,114.9,5.1,2.07,79.41,30.10%,转股中,4.86年,2.86年,19.40%,15.40%,9.8,50,2.25%,1.68%,0.02%,-0.20%,91.05,93.87,9.96,103.83,-0.50%,48%,19%,17%,0.34,AA,4.33%,133.44 ,127.3,33.4,-1.10%,54,永鼎转债!
113,哈尔转债!,128073,2019/9/11,哈尔斯,2615,其他,家居用品,105.999,-0.83%,-0.17%,4.75,-2.66%,36,11.20%,115.7,5.72,2.4,83.04,27.60%,转股中,4.21年,2.21年,15.40%,12.80%,3,19,2.13%,1.45%,-1.43%,-1.63%,90.64,93.3,11.46,104.76,1.20%,44%,19%,17%,0.38,AA-,5.33%,133.60 ,129,35.7,1.70%,37,哈尔转债!
53,博威转债,113031,2020/2/17,博威合金,601137,有色金属,铜金属,128.5,-0.33%,1.35%,13.81,1.25%,10,0.60%,111.3,11.29,2.37,122.32,5.10%,40天,4.60年,3.60年,12.70%,15.50%,12,95,-3.11%,-3.54%,-5.61%,-5.77%,88.45,91.81,38.47,130.28,-1.40%,40%,17%,16%,0.81,AA,4.33%,133.60 ,134.7,42.9,0.90%,16,博威转债
80,明阳转债!,113029,2020/1/7,明阳智能,601615,能源电力,风能,113.12,-0.75%,1.35%,11.81,1.03%,4.8,0.20%,113.3,12.58,2.38,93.88,20.50%,16天,5.53年,3.53年,10.40%,9.80%,17,163,0.03%,-0.41%,-2.32%,-2.51%,87.76,88.35,22.22,110.56,2.30%,53%,23%,17%,0.58,AA,4.70%,133.62 ,132.4,44,-0.30%,24,明阳转债!
164,中天转债!,110051,2019/3/22,中天科技,600522,通信互联,通信设备,125.15,-0.77%,-0.63%,11.75,-1.92%,34,0.70%,113.9,10.19,1.74,115.31,8.50%,转股中,4.73年,2.73年,11.00%,12.70%,40,360,-2.01%,-2.52%,-6.43%,-6.63%,92.82,95.67,30.88,126.55,-1.10%,39%,14%,16%,0.73,AA+,3.83%,133.65 ,135,39.3,-2.10%,33,中天转债!
220,蒙电转债!,110041,2018/1/9,内蒙华电,600863,能源电力,电力供应,111.69,-0.77%,0.77%,2.58,0.00%,24,1.20%,110.3,2.82,1.27,91.49,22.10%,转股中,3.55年,1.55年,12.50%,11.40%,19,150,-0.36%,-0.90%,-4.77%,-5.06%,97.24,98.44,10.46,108.9,2.60%,25%,22%,16%,0.42,AAA,3.33%,133.79 ,131.9,33.4,0.40%,10,蒙电转债!
199,博世转债!,123010,2018/8/14,博世科,300422,城市公用,三废处理,110.5,-2.21%,1.90%,10.98,-0.63%,1.6,0.30%,112.9,12.28,2.27,89.41,23.60%,转股中,4年29天,2年29天,11.00%,9.80%,4.3,39,0.54%,-0.04%,-2.95%,-3.23%,92.15,91.79,15.91,107.7,2.60%,40%,25%,17%,0.49,AA-,5.33%,134.10 ,131.6,39.4,-1.60%,25,博世转债!
127,文灿转债!,113537,2019/7/5,文灿股份,603348,汽车,零部件制,114,-0.44%,2.14%,18.78,3.07%,9.2,1.40%,122,19.78,1.9,94.94,20.10%,转股中,5年4.0天,3年4.0天,13.10%,12.40%,5.7,43,1.40%,0.64%,-2.62%,-2.90%,88.22,93.12,21.76,114.88,-0.80%,57%,20%,17%,0.55,AA-,5.70%,134.10 ,133.1,39.9,5.60%,30,文灿转债!
67,淮矿转债!,110065,2020/1/13,XD淮北矿,600985,煤炭,煤炭开采,108.13,-0.57%,-0.80%,7.99,-3.03%,25,0.80%,111,9.33,0.88,85.64,26.30%,23天,5.55年,3.55年,15.90%,13.60%,28,174,0.48%,0.11%,-1.18%,-1.36%,90.54,91.06,13.37,104.43,3.50%,42%,20%,16%,0.45,AAA,3.70%,134.43 ,130.6,39.6,-7.70%,25,淮矿转债!
176,山鹰转债,110047,2018/12/10,山鹰纸业,600567,造纸包装,包装用纸,110.58,-0.45%,0.45%,2.98,0.00%,0.8,0.00%,118.1,3.34,1,89.22,23.90%,转股中,4.46年,2.46年,16.80%,15.00%,23,137,1.52%,0.79%,-2.54%,-2.78%,93.8,100.21,11.69,111.9,-1.20%,31%,17%,17%,0.39,AA+,3.83%,134.48 ,131.9,31.7,-0.10%,40,山鹰转债
187,岭南转债!,128044,2018/9/4,岭南股份,2717,城市公用,生态环境,105.12,-0.08%,0.15%,4.81,0.21%,0.7,0.10%,111.8,5.92,1.61,81.25,29.40%,转股中,4.19年,2.19年,8.90%,7.20%,6.6,74,1.51%,0.98%,-0.75%,-1.02%,93.58,93.97,8.99,102.96,2.10%,66%,21%,16%,0.35,AA,4.33%,134.52 ,129,35,-1.00%,31,岭南转债!
90,顺丰转债,128080,2019/12/9,顺丰控股,2352,交通运输,物流业,130.8,-0.83%,1.46%,50.38,0.76%,219,2.90%,109.2,40.14,5.19,125.51,4.20%,转股中,5.45年,3.45年,2.60%,3.30%,58,2224,-3.29%,-3.59%,-6.63%,-6.73%,89.69,89.79,42.7,132.5,-1.30%,29%,18%,16%,0.83,AAA,3.70%,135.00 ,136.1,46.3,9.00%,24,顺丰转债
101,索发转债,113547,2019/11/22,索通发展,603612,其他,其他,122.02,-1.28%,0.48%,11.51,-1.20%,10,0.90%,119.1,10.67,1.55,107.87,13.10%,转股中,5.38年,3.38年,24.40%,26.30%,9.5,39,-0.46%,-1.07%,-4.34%,-4.56%,88.92,93.55,29.61,123.16,-0.90%,60%,17%,17%,0.66,AA,4.70%,135.12 ,136.2,42.6,4.00%,12,索发转债
229,众信转债!,128022,2017/12/28,众信旅游,2707,旅游餐饮,旅游,106.2,-0.89%,0.69%,6.5,-0.61%,5,0.70%,109.8,7.91,2.71,82.17,29.20%,转股中,3.49年,1.49年,12.30%,10.10%,7,57,0.98%,0.45%,-2.11%,-2.40%,95.66,94.98,8.21,103.19,2.90%,46%,24%,17%,0.32,AA,4.33%,135.40 ,130.2,34.6,13.70%,28,众信转债!
118,欧派转债,113543,2019/9/4,欧派家居,603833,其他,家居用品,124.21,-0.19%,-0.71%,113.09,-1.23%,16,0.90%,115.3,101.46,5.19,111.46,11.40%,转股中,5.19年,4.19年,3.10%,3.50%,15,475,-1.45%,-1.96%,-3.70%,-3.93%,86.76,91.29,32.13,123.42,0.60%,39%,17%,16%,0.73,AA,4.70%,135.61 ,137,45.7,-0.90%,17,欧派转债
244,光大转债,113011,2017/7/18,光大银行,601818,金融,银行行业,116.01,0.44%,-0.44%,3.85,0.00%,206,0.60%,108.3,3.97,0.62,96.98,19.60%,转股中,2.78年,无权,14.80%,14.40%,300,2021,-2.48%,-3.02%,无权,无权,无权,99.39,11.16,110.55,4.90%,21%,22%,16%,0.49,AAA,3.19%,135.61 ,135,35.6,3.10%,17,光大转债
142,海环转债!,113532,2019/4/24,海峡环保,603817,城市公用,三废处理,104.13,-0.32%,0.26%,6.13,-0.16%,0.6,0.10%,112.9,7.75,1.65,79.1,31.60%,转股中,4.82年,2.82年,16.70%,13.20%,4.6,28,1.72%,1.22%,-0.24%,-0.46%,91.2,92.39,10.23,102.62,1.50%,38%,21%,17%,0.35,AA,4.33%,135.73 ,129.2,36.8,0.50%,30,海环转债!
125,华钰转债!,113027,2019/7/10,华钰矿业,601020,有色金属,锌铅镍锡,101.38,-0.55%,0.35%,7.67,-0.65%,14,2.20%,115.2,10.17,1.96,75.42,34.40%,转股中,5年8天,3年8天,15.90%,12.00%,6.4,40,2.63%,2.07%,0.72%,0.49%,89.72,91.92,9.04,100.96,0.40%,42%,19%,17%,0.31,AA,4.70%,135.78 ,127.3,35.4,-1.80%,54,华钰转债!
152,伊力转债!,110055,2019/4/4,伊力特,600197,食品饮料,白酒,111.83,0.57%,1.32%,15.54,4.02%,16,1.60%,115,17.25,2.52,90.09,24.10%,转股中,4.77年,2.77年,13.00%,11.70%,8.8,67,0.60%,0.03%,-2.62%,-2.84%,91.49,94.31,14.72,109.03,2.60%,41%,22%,16%,0.47,AA,4.33%,135.93 ,133.6,39.3,7.10%,29,伊力转债!
89,福特转债,113551,2019/12/11,福斯特,603806,能源电力,太阳能,137.1,-0.99%,0.47%,40.11,-0.59%,64,4.50%,115.3,28.92,3.25,138.69,-1.10%,转股中,5.45年,3.45年,3.60%,5.00%,10,293,-3.18%,-3.66%,-7.47%,-7.65%,88.07,90.21,56.92,147.13,-6.80%,46%,<2%,17%,0.87,AA,4.70%,136.00 ,135.5,45.3,-2.10%,11,福特转债
162,长城转债!,113528,2019/3/20,长城科技,603897,机械装备,专用设备,102.8,-0.72%,0.23%,18.31,-1.51%,5.1,0.80%,117.6,23.75,1.77,77.09,33.30%,转股中,4.73年,2.73年,19.40%,15.00%,6.3,33,2.95%,2.26%,0.38%,0.12%,89.56,92.48,10.33,102.81,0.00%,46%,19%,17%,0.33,AA-,5.33%,136.10 ,128.5,36,-0.20%,49,长城转债!
178,桐昆转债!,113020,2018/12/12,桐昆股份,601233,服装纺织,纺织行业,119.19,0.17%,0.02%,12.73,0.32%,21,0.50%,112.8,12.51,1.26,101.76,17.10%,转股中,4.45年,2.45年,14.80%,15.00%,35,235,-1.25%,-1.76%,-5.36%,-5.58%,93.69,95.73,20.36,116.09,2.70%,49%,21%,16%,0.6,AA+,3.83%,136.29 ,136.6,40.9,6.50%,17,桐昆转债!
56,百川转债!,128093,2020/1/21,百川股份,2455,石油天然,化工,107.75,-0.42%,0.18%,4.91,-0.61%,2.1,0.40%,130.3,5.87,1.93,83.65,28.80%,33天,5.58年,3.58年,20.50%,17.10%,5.2,25,3.58%,2.66%,-0.09%,-0.47%,87.57,96.63,15.31,111.93,-3.70%,41%,13%,17%,0.4,AA-,5.70%,136.55 ,131.9,35.2,-0.50%,48,百川转债!
18,裕同转债,128104,2020/4/28,裕同科技,2831,造纸包装,包装材料,125.8,-0.63%,0.66%,26.67,0.04%,43,2.40%,115.3,23.52,3.63,113.39,10.90%,4月9天,5.84年,3.84年,6.00%,6.80%,14,234,-1.51%,-1.96%,-4.73%,-4.90%,88.18,91.1,34.87,125.97,-0.10%,62%,19%,17%,0.73,AA+,4.20%,136.70 ,138.2,47.1,8.50%,7,裕同转债
63,开润转债!,123039,2020/1/23,开润股份,300577,服装纺织,纺织行业,111.38,-0.20%,-0.07%,29.48,-0.44%,1.3,0.50%,121.5,33.22,7.06,88.74,25.50%,26天,5.56年,3.56年,3.50%,3.10%,2.2,64,1.61%,0.94%,-1.70%,-1.93%,80.46,82.49,25.44,107.93,3.20%,65%,21%,16%,0.61,A+,7.40%,136.88 ,134,51.5,5.50%,23,开润转债!
137,明泰转债!,113025,2019/5/7,明泰铝业,601677,有色金属,铝金属,104.9,-0.79%,0.68%,8.96,-0.33%,8.8,0.50%,115.1,11.3,0.8,79.29,32.30%,转股中,4.84年,2.84年,33.30%,26.40%,18,55,1.97%,1.40%,-0.47%,-0.69%,91.15,94.1,9.2,103.3,1.50%,29%,20%,16%,0.33,AA,4.33%,137.20 ,130.5,36.4,0.10%,33,明泰转债!
111,桃李转债!,113544,2019/10/15,桃李面包,603866,食品饮料,休闲食品,123.22,-0.66%,-0.50%,50.32,-1.64%,19,1.50%,115.3,46.54,8.76,108.12,14.00%,转股中,5.29年,3.29年,3.00%,3.30%,10,332,-1.27%,-1.78%,-4.89%,-5.08%,88.72,90.89,29.95,120.84,2.00%,41%,20%,16%,0.71,AA,4.70%,137.22 ,138.3,47.4,1.70%,20,桃李转债!
42,桐20转债!,113032,2020/3/20,桐昆股份,601233,服装纺织,纺织行业,110.63,-0.24%,0.40%,12.73,0.32%,6.7,0.30%,113.1,14.58,1.26,87.31,26.70%,3月3天,5.74年,3.74年,9.80%,8.50%,23,235,0.39%,-0.02%,-1.68%,-1.85%,88.34,89.7,15.92,105.62,4.70%,49%,23%,16%,0.49,AA+,4.20%,137.33 ,133.9,44.2,6.50%,23,桐20转债!
30,博特转债,113571,2020/4/1,苏博特,603916,建筑,水泥,140.53,-2.44%,1.57%,27.42,-0.98%,41,4.10%,120.8,18.88,3.49,145.23,-3.20%,3月14天,5.76年,3.76年,8.20%,11.90%,7,85,-2.64%,-3.23%,-7.41%,-7.59%,83.95,88.35,65.89,154.24,-8.90%,49%,<2%,17%,0.89,AA-,5.70%,137.33 ,135.8,47.5,3.60%,16,博特转债
181,张行转债,128048,2018/11/29,张家港行,2839,金融,银行行业,113.111,0.24%,0.02%,5.38,0.56%,34,1.20%,113.9,5.91,0.92,91.03,24.30%,转股中,4.44年,无权,25.70%,23.40%,25,97,0.16%,-0.41%,无权,无权,无权,96.74,14.7,111.44,1.50%,42%,21%,18%,0.45,AA+,3.83%,137.41 ,135.2,38.4,0.10%,18,张行转债
104,太极转债,128078,2019/11/8,太极股份,2368,计算机及,软件开发,133.9,-2.09%,1.50%,40.86,-0.70%,10,0.80%,117.3,31.61,5.5,129.26,3.60%,转股中,5.38年,3.38年,5.90%,7.70%,10,169,-2.48%,-3.02%,-7.00%,-7.19%,88.38,92.1,46.56,138.65,-3.40%,49%,14%,16%,0.84,AA,4.70%,137.50 ,138.5,46.4,-0.60%,14,太极转债
