序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
22,利群转债!,113033,2020/4/21,利群股份,601366,商业零售,商场,103.83,-0.16%,0.24%,6.12,0.16%,11,0.60%,115.3,7.16,1.14,85.47,21.50%,3月18天,5.78年,3.78年,34.20%,29.20%,18,53,1.87%,1.38%,-0.01%,-0.19%,86.82,88.98,16.81,105.79,-1.80%,32%,16%,17%,0.48,AA,4.68%,125.33 ,122.2,33.2,5.40%,29,利群转债!
187,岭南转债!,128044,2018/9/4,岭南股份,002717,城市公用,生态环境,103.95,0.06%,-0.39%,4.67,-1.06%,12,1.80%,111.8,5.92,1.56,78.89,31.80%,转股中,4年53天,2年53天,9.20%,7.20%,6.6,72,1.81%,1.27%,-0.27%,-0.55%,93.57,93.81,7.94,101.75,2.20%,66%,20%,16%,0.32,AA,4.42%,135.75 ,129,35.2,-3.00%,31,岭南转债!
65,开润转债!,123039,2020/1/23,开润股份,300577,服装纺织,纺织行业,110.273,0.26%,0.34%,28.12,1.08%,1.1,0.50%,121.5,33.22,6.73,84.65,30.30%,10天,5.51年,3.51年,3.60%,3.10%,2.2,61,1.81%,1.13%,-1.45%,-1.68%,80.76,82.83,22.22,105.05,5.00%,52%,24%,16%,0.56,A+,7.38%,140.57 ,135.9,53.1,-1.90%,23,开润转债!
34,红相转债,123044,2020/4/13,红相股份,300427,能源电力,电力设备,113.5,0.80%,0.46%,16.72,2.58%,12,1.80%,125.5,18.8,2.59,88.94,27.60%,2月28天,5.72年,3.72年,9.80%,8.70%,5.9,60,1.81%,1.06%,-2.01%,-2.24%,84.94,92.2,19.83,112.02,1.30%,49%,21%,17%,0.49,AA-,5.68%,141.10 ,138.1,45.9,1.40%,17,红相转债
142,海环转债!,113532,2019/4/24,海峡环保,603817,城市公用,三废处理,104,0.32%,-0.32%,6.06,0.00%,0.7,0.10%,112.9,7.75,1.63,78.19,33.00%,转股中,4.78年,2.78年,16.90%,13.20%,4.6,27,1.77%,1.26%,-0.20%,-0.42%,91.14,92.19,9.77,101.96,2.00%,37%,21%,17%,0.34,AA,4.42%,137.00 ,129.8,37.6,0.00%,30,海环转债!
175,华源转债!,128049,2018/12/20,华源控股,002787,造纸包装,包装材料,106.854,-0.23%,0.00%,6.71,-0.45%,1.2,0.30%,115.2,7.42,1.45,90.43,18.20%,转股中,4.43年,2.43年,19.20%,17.30%,4,21,1.75%,1.12%,-1.22%,-1.48%,90.4,91.63,18.31,109.94,-2.80%,63%,15%,18%,0.51,AA-,5.42%,125.05 ,123.3,31.6,-2.00%,60,华源转债!
136,核能转债!,113026,2019/5/8,中国核电,601985,能源电力,核电,101.15,-0.01%,0.01%,4.14,0.00%,12,0.20%,109.8,6.2,1.29,66.77,51.50%,转股中,4.81年,2.81年,12.10%,8.10%,78,644,1.75%,1.36%,0.71%,0.49%,93.52,93.67,3.04,96.71,4.60%,19%,22%,15%,0.16,AAA,3.42%,152.65 ,135.5,41.9,1.00%,51,核能转债!
97,金力转债!,123033,2019/11/25,金力永磁,300748,电子,元器件制,111.355,0.00%,0.17%,34.91,0.37%,13,2.70%,121.9,41.09,11.88,84.96,31.10%,转股中,5.36年,3.36年,3.00%,2.60%,4.4,144,1.75%,1.03%,-1.57%,-1.85%,86.99,91.41,16.29,107.7,3.40%,74%,22%,16%,0.46,AA-,5.68%,142.46 ,137.8,46.3,-5.10%,27,金力转债!
176,山鹰转债,110047,2018/12/10,山鹰纸业,600567,造纸包装,包装用纸,109.7,0.23%,-0.10%,2.97,0.34%,10,0.40%,118.1,3.34,0.99,88.92,23.40%,转股中,4.42年,2.42年,16.80%,15.00%,23,136,1.72%,0.99%,-2.27%,-2.52%,93.75,100,11.54,111.54,-1.60%,31%,16%,17%,0.39,AA+,3.92%,133.10 ,130.5,30.5,0.30%,40,山鹰转债
139,核建转债!,113024,2019/4/26,中国核建,601611,建筑,建筑工程,101.37,-0.36%,0.36%,6.37,0.00%,6.4,0.20%,109.7,9.87,1.65,64.54,57.10%,转股中,4.80年,2.80年,17.70%,11.50%,30,169,1.69%,1.30%,0.61%,0.40%,93.49,93.63,2.9,96.54,5.00%,32%,28%,16%,0.15,AAA,3.42%,158.47 ,138.2,44.6,1.80%,43,核建转债!
19,鲁泰转债,127016,2020/5/13,鲁 泰Ａ,000726,服装纺织,纺织行业,105.8,0.09%,-0.15%,7.83,-0.13%,8.2,0.60%,116.2,9.01,0.86,86.9,21.70%,3月25天,5.80年,3.80年,20.80%,18.10%,14,67,1.66%,1.15%,-0.51%,-0.69%,88.28,92.03,14.87,106.9,-1.00%,21%,16%,16%,0.46,AA+,4.18%,127.50 ,124.7,32.7,2.10%,17,鲁泰转债
24,同德转债,128103,2020/4/21,同德化工,002360,石油天然,化工,111.261,-0.06%,0.20%,4.98,0.20%,2.6,1.60%,121.8,5.18,1.71,96.14,15.70%,3月19天,5.76年,3.76年,7.40%,7.10%,1.4,19,1.62%,0.96%,-1.55%,-1.77%,79.43,81.59,32.83,114.43,-2.80%,33%,15%,17%,0.69,A+,7.38%,126.96 ,126.4,44.8,2.20%,10,同德转债
53,银河转债!,123042,2020/2/14,金银河,300619,机械装备,专用设备,106.398,0.09%,0.21%,19.42,0.57%,8,4.50%,115.9,24.46,3.06,79.39,34.00%,28天,5.57年,3.57年,11.50%,9.10%,1.7,15,1.58%,1.06%,-0.56%,-0.77%,80.2,78.72,21.75,100.47,5.90%,49%,28%,18%,0.53,A+,7.38%,140.40 ,133.4,53.2,-0.90%,26,银河转债!
25,龙净转债!,110068,2020/4/15,龙净环保,600388,城市公用,三废处理,105.22,-0.03%,0.03%,8.85,0.00%,9,0.40%,115,10.93,1.72,80.97,29.90%,3月10天,5.75年,3.75年,21.10%,17.10%,20,95,1.58%,1.11%,-0.42%,-0.59%,88.25,91.22,12.57,103.79,1.40%,30%,20%,17%,0.4,AA+,4.18%,135.12 ,129.5,38.3,1.30%,28,龙净转债!
77,孚日转债!,128087,2020/1/16,孚日股份,002083,服装纺织,家纺,104.298,-5.35%,4.00%,5.63,-2.60%,376,54.30%,113.3,6.39,1.32,88.11,18.40%,1.3天,5.49年,3.49年,12.70%,11.20%,6.5,51,1.55%,1.10%,-0.13%,-0.33%,87.98,88.6,17.35,105.95,-1.60%,31%,21%,16%,0.52,AA,4.68%,122.70 ,120.5,31.9,9.40%,45,孚日转债!
90,海亮转债,128081,2019/12/16,海亮股份,002203,有色金属,铜金属,106.9,-0.14%,-0.10%,9.01,-0.44%,13,0.40%,115.2,9.76,1.99,92.32,15.80%,转股中,5.42年,3.42年,17.90%,16.50%,32,176,1.42%,0.90%,-0.85%,-1.05%,88.17,90.35,20.02,110.37,-3.10%,27%,14%,17%,0.55,AA,4.68%,122.70 ,121.5,31.1,0.10%,55,海亮转债
43,盛屯转债!,110066,2020/3/31,盛屯矿业,600711,有色金属,有色行业,106.6,0.57%,-0.32%,4.53,0.44%,54,2.10%,115.3,4.92,1.16,92.07,15.80%,2月16天,5.69年,3.69年,22.80%,21.00%,24,105,1.41%,0.92%,-0.69%,-0.88%,87.15,89.31,20.87,110.18,-3.20%,45%,14%,17%,0.56,AA,4.68%,122.40 ,121.1,31.8,15.50%,55,盛屯转债!
192,凯中转债!,128042,2018/9/3,凯中精密,002823,能源电力,电力设备,110.553,2.18%,-1.34%,10.89,2.45%,10,2.30%,116.9,12.94,2.44,84.16,31.40%,转股中,4年38天,2年38天,13.20%,11.10%,4.2,32,1.40%,0.66%,-2.93%,-3.21%,93.83,98.26,9.55,107.81,2.50%,57%,20%,17%,0.34,AA,4.42%,141.95 ,136.9,38.7,1.00%,26,凯中转债!
5,康隆转债,113580,2020/5/20,康隆达,603665,服装纺织,服装行业,112,-0.29%,-0.41%,15.65,-1.07%,1.5,0.70%,121.2,15.51,1.51,100.9,11.00%,4月9天,5.84年,3.84年,8.60%,8.70%,2,23,1.39%,0.76%,-1.82%,-2.02%,83.65,88.38,29.64,118.02,-5.10%,42%,11%,17%,0.65,AA-,5.68%,123.00 ,123.1,34.7,-34.10%,9,康隆转债
40,正元转债,123043,2020/3/31,正元智慧,300645,计算机及,软件开发,112.6,-0.31%,-0.28%,15.56,-0.83%,3.2,1.60%,121.4,15.47,3.3,100.58,11.90%,2月21天,5.70年,3.70年,8.90%,8.90%,1.8,20,1.36%,0.70%,-1.92%,-2.14%,79.65,81.65,35.71,117.36,-4.10%,67%,12%,17%,0.72,A+,7.38%,124.50 ,124.6,43,2.90%,17,正元转债
84,鹰19转债,110063,2020/1/3,山鹰纸业,600567,造纸包装,包装用纸,108.1,0.05%,0.12%,2.97,0.34%,4.6,0.20%,116.2,3.3,0.99,90,20.10%,转股中,5.48年,3.48年,13.60%,12.30%,19,136,1.35%,0.82%,-1.19%,-1.37%,89.3,93.23,16.56,109.79,-1.50%,31%,17%,17%,0.48,AA+,4.18%,128.20 ,126.2,33,0.30%,46,鹰19转债
122,华森转债!,128069,2019/7/11,华森制药,002907,医药,化学制药,112.9,-1.82%,-0.86%,17.67,-4.49%,134,39.50%,120.5,18.08,6.97,97.73,15.50%,转股中,5年2.3天,3年2.3天,4.20%,4.10%,3,71,1.34%,0.62%,-2.59%,-2.82%,87.5,91.97,22.83,114.8,-1.70%,62%,14%,16%,0.6,AA-,5.68%,128.40 ,128.1,36.1,3.50%,42,华森转债!
16,滨化转债,113034,2020/4/30,滨化股份,601678,石油天然,化工,107.06,-0.26%,0.39%,4.34,0.23%,17,0.70%,115.1,4.68,1.07,92.74,15.40%,3月26天,5.80年,3.80年,35.80%,33.20%,24,67,1.28%,0.80%,-0.83%,-1.00%,86.53,88.69,21.66,110.35,-3.00%,46%,15%,17%,0.56,AA,4.68%,122.46 ,121.4,32.7,-1.10%,31,滨化转债
215,江银转债!,128034,2018/2/14,江阴银行,002807,金融,银行行业,104.339,0.06%,0.15%,3.91,0.51%,11,0.60%,109.1,4.5,0.73,86.89,20.10%,转股中,3.60年,无权,20.70%,18.00%,18,85,1.27%,0.78%,无权,无权,无权,95.2,10.68,105.89,-1.50%,34%,17%,18%,0.4,AA+,3.92%,124.44 ,121.8,26.6,-2.10%,31,江银转债!
159,贵广转债!,110052,2019/3/29,贵广网络,600996,传媒娱乐,影视娱乐,111.84,-0.14%,0.45%,7.49,0.67%,9.7,0.60%,118.5,8.04,1.76,93.16,20.10%,转股中,4.70年,2.70年,19.40%,18.10%,15,79,1.26%,0.57%,-2.58%,-2.83%,93.1,99.28,13.87,113.15,-1.20%,44%,16%,16%,0.45,AA+,3.92%,131.94 ,130.5,31.2,-0.60%,16,贵广转债!
48,奥佳转债!,128097,2020/3/18,奥佳华,002614,机械装备,专用设备,107.5,0.46%,-0.61%,8.91,-0.34%,17,1.30%,115.3,10.69,1.49,83.35,29.00%,2月12天,5.68年,3.68年,24.00%,20.00%,12,50,1.26%,0.77%,-0.92%,-1.10%,87.21,89.37,15.24,104.61,2.80%,42%,21%,17%,0.44,AA,4.68%,136.50 ,131.7,42.3,0.00%,30,奥佳转债!
170,台华转债!,113525,2019/1/11,台华新材,603055,服装纺织,纺织行业,108.87,-0.18%,0.18%,7.9,0.00%,4.9,0.80%,114.9,8.11,2.33,97.41,11.80%,转股中,4.49年,2.49年,8.80%,8.50%,5.3,61,1.23%,0.63%,-1.94%,-2.18%,92.29,95,19.27,114.27,-4.70%,47%,11%,17%,0.55,AA,4.42%,120.67 ,120.3,25.3,13.40%,23,台华转债!
147,招路转债!,127012,2019/4/30,招商公路,001965,机场高速,高速,102.199,0.08%,0.15%,6.77,0.89%,32,0.60%,108.2,9.09,0.87,74.48,37.20%,转股中,4.75年,2.75年,12.00%,8.90%,50,418,1.22%,0.89%,-0.08%,-0.22%,92.48,92.4,5.41,97.81,4.50%,31%,24%,15%,0.25,AAA,3.42%,139.40 ,129.9,37.4,0.10%,38,招路转债!
50,奥瑞转债!,128096,2020/3/16,奥瑞金,002701,造纸包装,包装材料,108.48,0.03%,0.77%,4.02,1.77%,2.8,0.20%,116,4.64,1.64,86.64,25.20%,56天,5.64年,3.64年,11.50%,10.00%,11,95,1.22%,0.71%,-1.03%,-1.25%,89.44,92.55,14.57,107.12,1.30%,27%,20%,16%,0.45,AA+,4.18%,133.68 ,130.3,37.8,1.50%,26,奥瑞转债!
243,骆驼转债!,113012,2017/7/18,骆驼股份,601311,汽车,零部件制,104.35,-0.18%,0.25%,9.18,0.99%,2,0.40%,107.8,13.29,1.22,69.07,51.10%,转股中,2.75年,0.75年,6.40%,4.40%,5.1,79,1.20%,0.66%,-2.92%,-3.24%,97.78,96.41,2.35,98.76,5.70%,37%,36%,16%,0.07,AA,4.20%,155.45 ,139.6,41.8,1.10%,18,骆驼转债!
45,翔港转债,113566,2020/3/31,翔港科技,603499,造纸包装,包装材料,116.73,0.93%,-3.63%,17.5,-3.42%,79,33.90%,124.5,15.16,4.65,115.44,1.10%,2月17天,5.69年,3.69年,8.10%,9.30%,2,25,1.16%,0.44%,-2.82%,-3.04%,79.83,83.82,46.93,130.75,-10.70%,63%,<2%,18%,0.79,A+,7.38%,117.83 ,118,34.2,-3.30%,24,翔港转债
214,无锡转债!,110043,2018/3/14,无锡银行,600908,金融,银行行业,104.85,-0.06%,0.45%,4.95,1.02%,10,0.30%,109.1,5.79,0.8,85.49,22.60%,转股中,3.61年,无权,32.80%,28.00%,30,91,1.12%,0.64%,无权,无权,无权,95.16,10.07,105.23,-0.40%,30%,20%,18%,0.38,AA+,3.92%,127.45 ,124.2,29,-0.70%,37,无锡转债!
127,文灿转债!,113537,2019/7/5,文灿股份,603348,汽车,零部件制,115.11,0.69%,-0.44%,18.28,0.49%,7.9,1.20%,121.5,19.78,1.85,92.42,24.60%,转股中,4.97年,2.97年,13.40%,12.40%,5.7,42,1.12%,0.37%,-3.09%,-3.35%,88.66,94.04,19.31,113.35,1.60%,56%,20%,17%,0.51,AA-,5.42%,139.71 ,137.8,43.8,-1.10%,30,文灿转债!
120,荣晟转债!,113541,2019/8/13,荣晟环保,603165,造纸包装,包装用纸,109.3,0.14%,-0.27%,11.51,-0.26%,3.4,0.90%,115.5,13.06,1.41,88.13,24.00%,转股中,5年31天,3年31天,11.50%,10.20%,3.3,29,1.12%,0.56%,-1.54%,-1.77%,87.12,87.79,20,107.8,1.40%,52%,21%,18%,0.53,AA-,5.68%,133.30 ,130.5,42.7,-0.10%,54,荣晟转债!
93,白电转债,113549,2019/12/11,白云电器,603861,能源电力,电力设备,108.6,-0.09%,0.16%,8.18,0.12%,4.5,0.50%,115.1,8.88,1.56,92.12,17.90%,转股中,5.40年,3.40年,23.80%,21.90%,8.8,37,1.10%,0.59%,-1.32%,-1.52%,88.14,90.33,18.98,109.31,-0.60%,41%,17%,16%,0.55,AA,4.68%,126.50 ,125.1,34.8,-0.30%,37,白电转债
132,亚泰转债!,128066,2019/5/14,郑中设计,002811,建筑,装饰工程,112.311,-0.66%,0.20%,9.92,-0.70%,3.3,0.60%,117.5,9.67,1.19,102.59,9.50%,转股中,4.82年,2.82年,17.90%,18.40%,4.8,27,0.96%,0.32%,-2.62%,-2.86%,88.85,91.61,26.02,117.63,-4.50%,49%,11%,16%,0.65,AA-,5.42%,121.81 ,122,30.4,-19.60%,64,亚泰转债!
46,天目转债,113564,2020/3/16,天目湖,603136,旅游餐饮,旅游,120.1,1.26%,-1.08%,24.85,0.28%,6.5,1.80%,126.7,23.8,3.29,104.41,15.00%,2月17天,5.69年,3.69年,10.40%,10.90%,3,29,0.96%,0.19%,-3.56%,-3.77%,84.77,93.18,28.79,121.97,-1.50%,52%,14%,16%,0.65,AA-,5.68%,135.10 ,135.8,42.6,3.70%,13,天目转债
68,东风转债,113030,2020/1/20,东风股份,601515,造纸包装,包装材料,111.9,1.77%,-0.37%,6.18,2.83%,7.2,2.20%,117.3,6.9,1.97,89.57,24.90%,8天,5.51年,3.51年,3.60%,3.20%,3,82,0.88%,0.32%,-2.04%,-2.24%,87.9,91.63,16.93,108.56,3.10%,40%,21%,16%,0.5,AA,4.68%,136.80 ,134.2,42.6,5.10%,17,东风转债
37,百达转债,113570,2020/4/8,百达精工,603331,机械装备,机械装备,109.91,-0.18%,-0.14%,16.34,-0.43%,1.2,0.40%,115.3,16.39,2.71,99.69,10.20%,2月27天,5.72年,3.72年,13.40%,13.40%,2.8,21,0.86%,0.37%,-1.47%,-1.66%,78.93,77.36,36.9,114.26,-3.80%,38%,13%,17%,0.75,A+,7.38%,120.11 ,120.1,41.2,1.00%,29,百达转债
101,北方转债,127014,2019/11/21,北方国际,000065,建筑,建筑工程,110.6,-0.36%,0.59%,7.51,0.54%,0.5,0.10%,115.6,8.75,1.19,85.83,28.90%,转股中,5.34年,3.34年,10.00%,8.60%,5.8,58,0.85%,0.32%,-1.73%,-1.95%,90.35,93.36,14.01,107.36,3.00%,47%,23%,17%,0.43,AA+,4.18%,139.50 ,135.4,42,1.70%,18,北方转债
23,华体转债,113574,2020/4/27,华体科技,603679,城市公用,城市公用,111.62,-0.38%,-0.09%,40.17,-0.79%,5.4,2.30%,116.4,47.72,5.75,84.18,32.60%,3月17天,5.77年,3.77年,5.10%,4.30%,2.1,41,0.75%,0.24%,-1.66%,-1.88%,79.25,77.92,24.72,102.64,8.70%,49%,28%,16%,0.6,A+,7.38%,144.22 ,139.1,59.8,-2.60%,9,华体转债
157,拓邦转债,128058,2019/4/8,拓邦股份,002139,电子,电子行业,118.51,1.09%,-0.90%,5.51,0.36%,0.8,0.10%,122.6,5.47,2.28,100.73,17.60%,转股中,4.71年,2.71年,10.20%,10.30%,5.7,56,0.74%,-0.08%,-4.32%,-4.61%,92.43,100.5,19.14,119.64,-0.90%,48%,15%,16%,0.54,AA,4.42%,136.11 ,136.3,35.8,2.40%,22,拓邦转债
181,张行转债,128048,2018/11/29,张家港行,002839,金融,银行行业,110.4,0.82%,-0.47%,5.41,0.74%,22,0.80%,113.9,5.91,0.92,91.54,20.60%,转股中,4.39年,无权,25.60%,23.40%,25,98,0.73%,0.15%,无权,无权,无权,96.54,15,111.54,-1.00%,41%,17%,18%,0.46,AA+,3.92%,131.00 ,129.3,32.7,1.70%,17,张行转债
6,交科转债,128107,2020/5/22,浙江交科,002061,建筑,建筑工程,110.605,0.10%,0.02%,5.29,0.19%,24,0.90%,115.3,5.36,0.94,98.69,12.10%,4月8天,5.83年,3.83年,34.40%,33.90%,25,73,0.73%,0.26%,-1.59%,-1.77%,88.25,91.21,23.77,114.98,-3.80%,42%,13%,17%,0.6,AA+,4.18%,122.71 ,122.5,31.3,0.10%,14,交科转债
172,光华转债!,128051,2019/1/9,光华科技,002741,电子,元器件制,112.084,0.12%,0.16%,11.98,0.50%,5,1.80%,115.5,12.72,3.82,94.18,19.00%,转股中,4.48年,2.48年,5.60%,5.30%,2.5,45,0.69%,0.06%,-2.88%,-3.15%,90.44,91.67,20.28,111.95,0.10%,42%,19%,17%,0.56,AA-,5.42%,131.08 ,130,38.3,-0.80%,25,光华转债!
208,敖东转债!,127006,2018/5/11,吉林敖东,000623,金融,证券行业,105.4,0.57%,-0.37%,15.88,0.83%,6.2,0.20%,108,20.62,0.84,77.01,36.90%,转股中,3.72年,1.72年,13.00%,10.00%,24,185,0.66%,0.26%,-1.90%,-2.07%,94.57,93.75,5.69,99.44,6.00%,31%,28%,16%,0.25,AA+,3.92%,142.30 ,133.8,39.2,2.90%,27,敖东转债!
126,蓝晓转债!,123027,2019/7/4,蓝晓科技,300487,石油天然,化工,115.8,0.00%,0.13%,30.61,1.39%,3.2,1.10%,119.5,29.58,4.85,103.48,11.90%,转股中,4.97年,2.97年,3.90%,4.10%,2.5,64,0.65%,-0.04%,-3.28%,-3.53%,84.35,85.58,18.5,104.08,11.30%,52%,>100%,17%,0.09,A+,7.12%,127.70 ,128.1,42.5,10.40%,22,蓝晓转债!
216,道氏转债!!,123007,2018/1/26,道氏技术,300409,建筑,建筑行业,109.266,0.25%,-0.07%,11.61,0.69%,1,0.30%,111.3,14.95,2.21,77.66,40.70%,转股中,3.52年,1.52年,5.70%,4.40%,3,53,0.54%,-0.06%,-3.56%,-3.87%,94.16,92.8,7.1,99.9,9.40%,63%,34%,16%,0.26,AA-,5.42%,149.97 ,140.9,46.7,1.60%,16,道氏转债!!
11,维尔转债,123049,2020/5/12,维尔利,300190,城市公用,三废处理,121.24,0.45%,-1.62%,8.01,-1.72%,11,1.00%,124.8,7.48,1.59,107.09,13.20%,3月29天,5.81年,3.81年,14.60%,15.60%,9.2,63,0.51%,-0.20%,-3.66%,-3.87%,84.29,91.2,32.97,124.17,-2.40%,52%,13%,17%,0.68,AA-,5.68%,134.44 ,135.4,44.2,8.70%,10,维尔转债
119,好客转债,113542,2019/8/23,好莱客,603898,其他,家居用品,112.43,0.56%,-1.23%,14.51,-1.36%,4.2,0.60%,115.3,16.27,1.9,89.18,26.10%,转股中,5年40天,3年40天,14.00%,12.50%,6.3,45,0.50%,-0.03%,-2.44%,-2.65%,89.52,91.73,16.79,108.52,3.60%,32%,21%,17%,0.49,AA,4.68%,138.53 ,135.7,43.9,-3.80%,23,好客转债
114,九洲转债,123030,2019/9/12,九洲电气,300040,能源电力,电力设备,117.504,-0.59%,0.04%,6.36,-0.78%,21,5.80%,120.5,5.7,1.11,111.58,5.30%,转股中,5年59天,3年59天,14.10%,15.80%,3.1,22,0.50%,-0.19%,-3.65%,-3.86%,86.75,91.18,35.27,126.45,-7.10%,43%,8%,18%,0.71,AA-,5.68%,122.80 ,123.4,32.3,-3.40%,34,九洲转债
69,淮矿转债!,110065,2020/1/13,淮北矿业,600985,煤炭,煤炭开采,108.19,-0.25%,0.13%,8.15,-0.24%,7.6,0.30%,111,9.33,0.89,87.35,23.90%,7天,5.51年,3.51年,15.60%,13.60%,28,177,0.48%,0.10%,-1.21%,-1.39%,90.74,91.3,14.29,105.59,2.50%,42%,20%,16%,0.47,AAA,3.68%,132.09 ,129,37.7,-2.30%,25,淮矿转债!
85,新北转债!,128083,2019/12/31,新北洋,002376,电子,电子行业,112.342,0.08%,0.17%,10.5,0.48%,3.8,0.40%,115.2,11.7,2.05,89.74,25.20%,转股中,5.47年,3.47年,12.50%,11.30%,8.8,70,0.47%,-0.03%,-2.19%,-2.38%,87.94,90.12,18.5,108.61,3.40%,41%,23%,17%,0.52,AA,4.68%,137.54 ,134.9,44.8,2.30%,18,新北转债!
174,福能转债!,110048,2018/12/28,福能股份,600483,能源电力,电力供应,111.65,0.24%,0.12%,7.41,0.82%,5.3,0.20%,113.9,8.23,0.94,90.04,24.00%,转股中,4.46年,2.46年,24.60%,22.20%,28,115,0.46%,-0.11%,-2.91%,-3.15%,93.56,96.28,12.71,108.99,2.40%,29%,21%,16%,0.44,AA+,3.92%,135.65 ,133.3,37,0.90%,9,福能转债!
52,星帅转债,128094,2020/2/19,星帅尔,002860,家电,零部件制,118.68,-0.27%,-0.74%,15.85,-1.25%,16,4.70%,121.5,13.95,2.09,113.62,4.50%,30天,5.57年,3.57年,8.90%,10.10%,2.8,32,0.43%,-0.23%,-3.37%,-3.59%,80.43,82.49,45.2,127.7,-7.10%,63%,<2%,17%,0.81,A+,7.38%,123.18 ,123.7,41.2,3.40%,32,星帅转债
14,应急转债,123048,2020/5/11,中船应急,300527,机械装备,专用设备,110.444,-0.23%,0.03%,8.51,-0.35%,7.1,0.80%,113.1,8.9,3.68,95.62,15.50%,3月26天,5.80年,3.80年,10.50%,10.10%,8.2,78,0.42%,0.01%,-1.61%,-1.78%,88.18,89.56,22.33,111.89,-1.30%,61%,16%,17%,0.58,AA+,4.18%,125.94 ,125.3,35.7,0.30%,11,应急转债
35,华安转债,110067,2020/4/9,华安证券,600909,金融,证券行业,108.21,0.35%,0.39%,6.67,2.14%,32,1.10%,110.5,8.77,1.77,76.05,42.30%,2月28天,5.72年,无权,11.60%,8.80%,28,242,0.37%,0.03%,无权,无权,无权,90.08,10.05,100.13,8.10%,40%,32%,18%,0.35,AAA,3.68%,150.51 ,140.4,50.3,-5.30%,25,华安转债
62,唐人转债,128092,2020/1/22,唐人神,002567,农业,畜牧业,113.313,0.16%,-0.16%,8.99,0.00%,11,0.80%,115.3,8.63,2.13,104.17,8.80%,14天,5.52年,3.52年,16.50%,17.20%,12,75,0.32%,-0.17%,-2.37%,-2.56%,87.84,90.01,27.94,117.95,-3.90%,54%,12%,16%,0.68,AA,4.68%,122.11 ,122.5,32.4,1.30%,33,唐人转债
44,桐20转债!,113032,2020/3/20,桐昆股份,601233,服装纺织,纺织行业,111.1,0.09%,0.26%,12.83,0.71%,15,0.60%,113.1,14.58,1.27,88,26.30%,2月17天,5.69年,3.69年,9.70%,8.50%,23,237,0.32%,-0.10%,-1.81%,-1.98%,88.57,89.96,16.2,106.16,4.70%,49%,24%,16%,0.5,AA+,4.18%,137.40 ,134.2,44.2,3.30%,23,桐20转债!
220,蒙电转债!,110041,2018/1/9,内蒙华电,600863,能源电力,电力供应,109.22,-0.07%,-0.08%,2.5,-0.40%,5,0.20%,110.3,2.82,1.23,88.65,23.20%,转股中,3.50年,1.50年,12.90%,11.40%,19,145,0.29%,-0.26%,-3.59%,-3.90%,97.24,98.29,8.95,107.24,1.80%,25%,20%,16%,0.39,AAA,3.42%,132.42 ,129.8,31.5,-2.20%,9,蒙电转债!
229,众信转债!,128022,2017/12/28,众信旅游,002707,旅游餐饮,旅游,108.775,1.56%,0.97%,7.37,5.14%,73,9.70%,109.8,7.91,3.08,93.17,16.70%,转股中,3.44年,1.44年,10.80%,10.10%,7,65,0.28%,-0.25%,-3.62%,-3.91%,95.7,94.88,14.12,109,-0.20%,46%,20%,17%,0.49,AA,4.42%,125.48 ,124.4,28.7,12.90%,28,众信转债!
138,鼎胜转债!,113534,2019/4/30,鼎胜新材,603876,有色金属,小金属,113.59,0.33%,-0.78%,14.84,-0.80%,2.3,0.20%,114.9,15.28,1.75,97.12,17.00%,转股中,4.80年,2.80年,18.60%,18.10%,12,64,0.24%,-0.31%,-3.15%,-3.36%,91.06,93.73,19.5,113.23,0.30%,53%,16%,16%,0.56,AA,4.42%,130.59 ,130.1,36.3,4.40%,36,鼎胜转债!
117,合兴转债!,128071,2019/9/16,合兴包装,002228,造纸包装,包装材料,113.87,-0.11%,-0.17%,4.25,-0.47%,4.9,0.70%,115.1,4.28,1.66,99.3,14.70%,转股中,5年55天,3年55天,12.00%,11.90%,6,50,0.21%,-0.31%,-2.84%,-3.04%,89.15,91.36,24.46,115.82,-1.70%,37%,17%,18%,0.6,AA,4.68%,128.57 ,128.4,37.1,6.60%,30,合兴转债!
158,博彦转债,128057,2019/4/2,博彦科技,002649,计算机及,软件开发,116.5,-0.09%,-0.95%,9.41,-1.47%,67,10.70%,117.1,8.72,1.85,107.91,8.00%,转股中,4.70年,2.70年,10.80%,11.70%,5.4,50,0.11%,-0.53%,-4.05%,-4.28%,89.19,91.84,29.47,121.3,-4.00%,44%,10%,16%,0.71,AA-,5.42%,124.50 ,125.1,33.3,9.20%,32,博彦转债
249,广汽转债!,113009,2016/2/4,广汽集团,601238,汽车,乘用车,107.33,-0.03%,0.03%,9.24,0.00%,21,0.80%,107.5,14.41,1.19,64.12,67.40%,转股中,1.59年,回售中,2.70%,1.70%,25,946,0.10%,-0.79%,回售中,回售中,100.25,102.3,0.05,102.35,4.90%,37%,40%,15%,0.01,AAA,3.20%,174.73 ,150.5,48.2,-2.70%,13,广汽转债!
